Estado;Cidade;Latitude;Longitude;casosConfirmados;Mortes;dtAtualizado
MG;Uberlândia;-18.9127534;-48.275484;7;0.0;2020-03-25
MS;Campo Grande;-20.4697105;-54.6201211;22;0.0;2020-03-25
MS;Ponta Porã;-22.523123;-55.7242526;1;0.0;2020-03-25
MS;Sidrolândia;-20.9306687;-54.9697212;1;0.0;2020-03-25
MT;Cuiabá;-15.60086;-56.0968227;6;0.0;2020-03-25
MT;Nova Monte Verde;-9.9797862;-57.46726519999999;1;0.0;2020-03-25
MT;Várzea Grande;-15.646248;-56.1327131;2;0.0;2020-03-25
PA;Ananindeua;-1.3650671;-48.3746372;2;0.0;2020-03-25
PA;Belém;-1.4557292;-48.4901785;4;0.0;2020-03-25
PA;Marabá;-5.3737625;-49.1300872;1;0.0;2020-03-25
PB;Igaracy;-7.180517600000001;-38.1496514;1;0.0;2020-03-25
PB;João Pessoa;-7.119495799999999;-34.8450118;4;0.0;2020-03-25
PE;Belo Jardim;-8.3357786;-36.4235973;1;0.0;2020-03-25
PE;Caruaru;-8.276017999999999;-35.9819367;1;0.0;2020-03-25
PE;Jaboatão dos Guararapes;-8.1688125;-34.920874;3;0.0;2020-03-25
PE;Olinda;-7.990632100000001;-34.8416598;3;0.0;2020-03-25
PE;Petrolina;-9.389083;-40.5030961;2;0.0;2020-03-25
PE;Recife;-8.0522404;-34.9286096;31;1.0;2020-03-25
PI;Teresina;-5.044685299999999;-42.7662325;9;0.0;2020-03-25
PR;Campo Largo;-25.4596714;-49.527294;1;0.0;2020-03-25
PR;Campo Mourão;-24.0436553;-52.3781098;1;0.0;2020-03-25
PR;Cascavel;-24.9577771;-53.45951119999999;2;0.0;2020-03-25
PR;Cianorte;-23.6628906;-52.611935;6;0.0;2020-03-25
PR;Colombo;-25.2919692;-49.2269425;2;0.0;2020-03-25
PR;Curitiba;-25.4808762;-49.3044253;60;0.0;2020-03-25
PR;Faxinal;-24.0021721;-51.3256187;1;0.0;2020-03-25
PR;Foz do Iguaçu;-25.5163356;-54.58537639999999;5;0.0;2020-03-25
PR;Guaíra;-24.0835359;-54.2444375;1;0.0;2020-03-25
PR;Londrina;-23.3044524;-51.1695824;3;0.0;2020-03-25
PR;Maringá;-23.4209995;-51.9330558;2;0.0;2020-03-25
PR;Paranavaí;-23.0821226;-52.4622155;1;0.0;2020-03-25
PR;Pato Branco;-26.2297202;-52.6711356;1;0.0;2020-03-25
PR;Pinhais;-25.4434411;-49.1931448;3;0.0;2020-03-25
PR;Ponta Grossa;-25.0994246;-50.15832229999999;3;0.0;2020-03-25
PR;Telêmaco Borba;-24.3250032;-50.6180669;1;0.0;2020-03-25
PR;Umuarama;-23.7661064;-53.3206105;0;0.0;2020-03-25
RJ;Barra Mansa;-22.5408519;-44.1772604;1;0.0;2020-03-25
RJ;Campos dos Goytacazes;-21.7626682;-41.3184501;1;0.0;2020-03-25
RJ;Duque de Caxias;-22.7862985;-43.3053106;2;0.0;2020-03-25
RJ;Guapimirim;-22.535199;-42.9899491;1;0.0;2020-03-25
RJ;Miguel Pereira;-22.4577374;-43.4806912;1;1.0;2020-03-25
RJ;Niterói;-22.8859267;-43.1152587;19;1.0;2020-03-25
RJ;Petrópolis;-22.5112498;-43.1779306;3;1.0;2020-03-25
RJ;Resende;-22.4713608;-44.453408;1;0.0;2020-03-25
RJ;Rio de Janeiro;-22.9068467;-43.1728965;331;5.0;2020-03-25
RJ;São Gonçalo;-22.8272883;-43.0637646;3;0.0;2020-03-25
RJ;Valença;-22.2459149;-43.7068952;1;0.0;2020-03-25
RJ;Volta Redonda;-22.4871853;-44.0770134;6;0.0;2020-03-25
RN;Mossoró;-5.1841285;-37.3477805;1;0.0;2020-03-25
RN;Natal;-5.7792569;-35.200916;9;0.0;2020-03-25
RN;Parnamirim;-5.911554499999999;-35.2713164;4;0.0;2020-03-25
RO;Ji-Paraná;-10.8781412;-61.93267280000001;1;0.0;2020-03-25
RO;Porto Velho;-8.7611933;-63.90043979999999;4;0.0;2020-03-25
RR;Boa Vista;2.8235098;-60.6758331;7;0.0;2020-03-25
RR;Bonfim;3.3612854;-59.8338004;1;0.0;2020-03-25
RS;Alvorada;-29.9999532;-51.0783852;2;0.0;2020-03-25
RS;Anta Gorda;-28.9702664;-52.0107041;2;0.0;2020-03-25
RS;Bagé;-31.3301424;-54.1004622;7;0.0;2020-03-25
RS;Bento Gonçalves;-29.1667089;-51.5169861;2;0.0;2020-03-25
RS;Camaquã;-30.8493976;-51.80483109999999;0;0.0;2020-03-25
RS;Campo Bom;-29.6751942;-51.0611099;2;0.0;2020-03-25
RS;Canoas;-29.9188183;-51.1585398;6;0.0;2020-03-25
RS;Capão da Canoa;-29.7649868;-50.02894149999999;2;0.0;2020-03-25
RS;Carlos Barbosa;-29.2950409;-51.50089209999999;1;0.0;2020-03-25
RS;Caxias do Sul;-29.1634031;-51.1796683;3;0.0;2020-03-25
RS;Cerro Grande do Sul;-30.5966455;-51.7518126;1;0.0;2020-03-25
RS;Charqueadas;-29.9591749;-51.6287654;1;0.0;2020-03-25
RS;Cruzeiro do Sul;-29.5137043;-51.99249;1;0.0;2020-03-25
RS;Dois Irmãos;-29.5898407;-51.0853913;1;0.0;2020-03-25
RS;Dom Pedrito;-30.9758965;-54.66501909999999;1;0.0;2020-03-25
RS;Eldorado do Sul;-30.0974468;-51.6486422;1;0.0;2020-03-25
RS;Erechim;-27.6349085;-52.2737365;3;0.0;2020-03-25
RS;Estância Velha;-29.6540396;-51.1848488;1;0.0;2020-03-25
RS;Estrela;-29.4870091;-51.95433939999999;1;0.0;2020-03-25
RS;Farroupilha;-29.2231867;-51.3423619;1;0.0;2020-03-25
RS;Garibaldi;-29.2575728;-51.5231114;1;0.0;2020-03-25
RS;Gravataí;-29.942289;-50.9907877;1;0.0;2020-03-25
RS;Ivoti;-29.5999626;-51.1538353;2;0.0;2020-03-25
RS;Lajeado;-29.459582;-51.96494209999999;5;0.0;2020-03-25
RS;Osório;-29.8922339;-50.2620325;1;0.0;2020-03-25
RS;Paraí;-28.5968781;-51.79011149999999;1;0.0;2020-03-25
RS;Pelotas;-31.7653989;-52.3375886;1;0.0;2020-03-25
RS;Porto Alegre;-30.0346471;-51.2176584;87;1.0;2020-03-25
RS;Rio Grande;-32.0395116;-52.101445;2;0.0;2020-03-25
RS;Santa Maria;-29.687634;-53.8129003;2;0.0;2020-03-25
RS;Sant'Ana do Livramento;-30.8772854;-55.5392304;4;0.0;2020-03-25
RS;Santiago;-29.1772764;-54.8788745;1;0.0;2020-03-25
RS;Santo Antônio da Patrulha;-29.83101559999999;-50.5236775;1;0.0;2020-03-25
RS;São Leopoldo;-29.7549941;-51.150283;1;0.0;2020-03-25
RS;Sapiranga;-29.6353852;-51.0069543;2;0.0;2020-03-25
RS;Serafina Corrêa;-28.7087726;-51.93978749999999;3;0.0;2020-03-25
RS;Taquara;-29.6509722;-50.77578440000001;1;0.0;2020-03-25
RS;Torres;-29.3567486;-49.79332789999999;6;0.0;2020-03-25
RS;Viamão;-30.0722165;-51.0969571;1;0.0;2020-03-25
SC;Balneário Arroio do Silva;-28.9811481;-49.4241809;1;0.0;2020-03-25
SC;Balneário Camboriú;-27.0015966;-48.6379041;7;0.0;2020-03-25
SC;Blumenau;-26.9165792;-49.0717331;9;0.0;2020-03-25
SC;Braço do Norte;-28.2793737;-49.1575402;9;0.0;2020-03-25
SC;Camboriú;-27.0245779;-48.6508147;2;0.0;2020-03-25
SC;Canelinha;-27.2618213;-48.7653683;1;0.0;2020-03-25
SC;Chapecó;-27.1009343;-52.615699;2;0.0;2020-03-25
SC;Criciúma;-28.6726329;-49.3733541;11;0.0;2020-03-25
SC;Florianópolis;-27.5986393;-48.5187229;16;0.0;2020-03-25
SC;Gaspar;-26.9340955;-48.9539069;1;0.0;2020-03-25
SC;Gravatal;-28.3228006;-49.0669423;3;0.0;2020-03-25
SC;Içara;-28.7137096;-49.3091437;1;0.0;2020-03-25
SC;Imbituba;-28.227627;-48.6691286;4;0.0;2020-03-25
SC;Itajaí;-26.9105964;-48.6709514;12;0.0;2020-03-25
SC;Jaguaruna;-28.6188549;-49.0250549;2;0.0;2020-03-25
SC;Jaraguá do Sul;-26.4822209;-49.073477;2;0.0;2020-03-25
SC;Joinville;-26.2834213;-48.8452269;5;0.0;2020-03-25
SC;Lages;-27.8154629;-50.326356;1;0.0;2020-03-25
SC;Laguna;-28.4876062;-48.8397403;1;0.0;2020-03-25
SC;Navegantes;-26.8947924;-48.6550692;3;0.0;2020-03-25
SC;Pomerode;-26.7376427;-49.174375;1;0.0;2020-03-25
SC;Porto Belo;-27.157469;-48.5757024;2;0.0;2020-03-25
SC;Rancho Queimado;-27.6735003;-49.0124253;2;0.0;2020-03-25
SC;São José;-27.6140791;-48.6370861;5;0.0;2020-03-25
SC;São Ludgero;-28.3274045;-49.1789665;1;0.0;2020-03-25
SC;São Pedro de Alcântara;-27.5852252;-48.8296806;1;0.0;2020-03-25
SC;Tijucas;-27.240063;-48.63361829999999;1;0.0;2020-03-25
SC;Tubarão;-28.4818875;-49.0058727;8;0.0;2020-03-25
SE;Aracaju;-10.9472468;-37.0730823;13;0.0;2020-03-25
SE;Nossa Senhora da Glória;-10.2156554;-37.4212807;1;0.0;2020-03-25
SE;Propriá;-10.2122281;-36.8371852;2;0.0;2020-03-25
SP;Barueri;-23.5113691;-46.87294199999999;1;0.0;2020-03-25
SP;Caieiras;-23.3612198;-46.7401869;1;0.0;2020-03-25
SP;Campinas;-22.9329252;-47.073845;4;0.0;2020-03-25
SP;Carapicuíba;-23.5239623;-46.8411243;2;0.0;2020-03-25
SP;Cotia;-23.6026684;-46.9194693;6;0.0;2020-03-25
SP;Embu das Artes;-23.6515085;-46.8521864;1;0.0;2020-03-25
SP;Ferraz de Vasconcelos;-23.5289582;-46.3635823;1;0.0;2020-03-25
SP;Guarulhos;-23.4543148;-46.5336521;5;1.0;2020-03-25
SP;Hortolândia;-22.8533412;-47.2147082;2;0.0;2020-03-25
SP;Iracemápolis;-22.5837191;-47.52341390000001;1;0.0;2020-03-25
SP;Jaguariúna;-22.7042272;-46.9855088;1;0.0;2020-03-25
SP;Jundiaí;-23.1857076;-46.8978057;1;0.0;2020-03-25
SP;Mauá;-23.666558;-46.4599145;2;0.0;2020-03-25
SP;Mogi das Cruzes;-23.5393228;-46.2167465;4;0.0;2020-03-25
SP;Osasco;-23.5372048;-46.7962319;3;1.0;2020-03-25
SP;Poá;-23.5337751;-46.34774549999999;1;0.0;2020-03-25
SP;Ribeirão Pires;-23.7081651;-46.4042434;1;0.0;2020-03-25
SP;Rio Claro;-22.4149023;-47.5651394;1;0.0;2020-03-25
SP;Santana de Parnaíba;-23.4430047;-46.9226637;4;0.0;2020-03-25
SP;Santo André;-23.6742228;-46.5436003;17;0.0;2020-03-25
SP;São Bernardo do Campo;-23.6898429;-46.5648481;13;0.0;2020-03-25
SP;São Caetano do Sul;-23.6233625;-46.5552433;16;0.0;2020-03-25
SP;São José do Rio Preto;-20.8127806;-49.3764444;1;0.0;2020-03-25
SP;São José dos Campos;-23.223701;-45.9009074;2;0.0;2020-03-25
SP;São Paulo;-23.5505199;-46.63330939999999;722;44.0;2020-03-25
SP;São Sebastião;-23.8063468;-45.4016534;2;0.0;2020-03-25
SP;Suzano;-23.5453209;-46.311625;1;0.0;2020-03-25
SP;Taboão da Serra;-23.6228759;-46.7816647;1;1.0;2020-03-25
SP;Taubaté;-23.0225753;-45.5486715;1;0.0;2020-03-25
SP;Valinhos;-22.9680841;-46.9945643;1;0.0;2020-03-25
SP;Vargem Grande Paulista;-23.5998291;-47.0224881;0;1.0;2020-03-25
TO;Palmas;-10.249091;-48.32428580000001;7;0.0;2020-03-25
AC;Rio Branco;-9.975377;-67.8248977;21;0.0;2020-03-24
AL;Maceió;-9.6498487;-35.7089492;10;0.0;2020-03-24
AM;Manaus;-3.1190275;-60.0217314;45;0.0;2020-03-24
AM;Parintins;-2.633616;-56.7319696;2;1.0;2020-03-24
AP;Macapá;0.0355735;-51.070535;1;0.0;2020-03-24
BA;Barreiras;-12.1477483;-44.9953475;1;0.0;2020-03-24
BA;Brumado;-14.2025791;-41.6699736;1;0.0;2020-03-24
BA;Camaçari;-12.6971776;-38.3331983;1;0.0;2020-03-24
BA;Conceição do Jacuípe;-12.3305286;-38.7670993;1;0.0;2020-03-24
BA;Conde;-11.814904;-37.6140253;1;0.0;2020-03-24
BA;Feira de Santana;-12.2535848;-38.9600762;8;0.0;2020-03-24
BA;Itabuna;-14.7916229;-39.2833243;1;0.0;2020-03-24
BA;Jequié;-13.8590592;-40.0837763;1;0.0;2020-03-24
BA;Juazeiro;-9.4312697;-40.5078709;2;0.0;2020-03-24
BA;Lauro de Freitas;-12.8820575;-38.3148204;3;0.0;2020-03-24
BA;Porto Seguro;-16.4443537;-39.0653656;8;0.0;2020-03-24
BA;Prado;-17.3340212;-39.2250648;2;0.0;2020-03-24
BA;Salvador;-12.977749;-38.5016301;45;0.0;2020-03-24
BA;Teixeira de Freitas;-17.5400307;-39.7421813;1;0.0;2020-03-24
CE;Aquiraz;-3.906286399999999;-38.3874738;6;0.0;2020-03-24
CE;Fortaleza;-3.7327144;-38.5269981;170;0.0;2020-03-24
CE;Fortim;-4.4508711;-37.7987924;1;0.0;2020-03-24
CE;Juazeiro do Norte;-7.229036499999999;-39.3124461;1;0.0;2020-03-24
CE;Mauriti;-7.382949299999999;-38.7716665;1;0.0;2020-03-24
CE;Sobral;-3.6895919;-40.3485423;4;0.0;2020-03-24
DF;Brasília;-15.826691;-47.92182039999999;161;0.0;2020-03-24
ES;Cachoeiro de Itapemirim;-20.8467047;-41.1202199;1;0.0;2020-03-24
ES;Cariacica;-20.2643105;-40.42030219999999;1;0.0;2020-03-24
ES;Linhares;-19.4021415;-40.0670118;3;0.0;2020-03-24
ES;Santa Teresa;-19.9368278;-40.5983289;1;0.0;2020-03-24
ES;Serra;-20.1228954;-40.3054099;1;0.0;2020-03-24
ES;Vila Velha;-20.3477821;-40.2949528;17;0.0;2020-03-24
ES;Vitória;-20.2976178;-40.2957768;15;0.0;2020-03-24
GO;Anápolis;-16.328546;-48.95340299999999;3;0.0;2020-03-24
GO;Aparecida de Goiânia;-16.820257;-49.2473044;2;0.0;2020-03-24
GO;Catalão;-18.1660958;-47.9444845;1;0.0;2020-03-24
GO;Goiânia;-16.6868982;-49.2648114;15;0.0;2020-03-24
GO;Jataí;-17.884174;-51.7277223;1;0.0;2020-03-24
GO;Rio Verde;-17.7927534;-50.9196306;5;0.0;2020-03-24
GO;Valparaíso de Goiás;-16.0663414;-47.9845465;2;0.0;2020-03-24
MA;São Luís;-2.5299669;-44.2567292;8;0.0;2020-03-24
MG;Belo Horizonte;-19.9166813;-43.9344931;87;0.0;2020-03-24
MG;Betim;-19.9673078;-44.2011904;1;0.0;2020-03-24
MG;Bom Despacho;-19.7406544;-45.254096;1;0.0;2020-03-24
MG;Campos Altos;-19.6918841;-46.1736055;1;0.0;2020-03-24
MG;Contagem;-19.9161508;-44.0808763;2;0.0;2020-03-24
MG;Coronel Fabriciano;-19.5190218;-42.62825369999999;1;0.0;2020-03-24
MG;Divinópolis;-20.103444;-44.9716724;1;0.0;2020-03-24
MG;Ipatinga;-19.4707569;-42.548012;1;0.0;2020-03-24
MG;Juiz de Fora;-21.7623644;-43.3436917;8;0.0;2020-03-24
MG;Lagoa da Prata;-20.0272246;-45.5353426;1;0.0;2020-03-24
MG;Mariana;-20.3652719;-43.4150073;2;0.0;2020-03-24
MG;Nova Lima;-19.9930478;-43.84855659999999;7;0.0;2020-03-24
MG;Patrocínio;-18.9379901;-46.9942484;1;0.0;2020-03-24
MG;Poços de Caldas;-21.7853787;-46.5619303;1;0.0;2020-03-24
MG;Sete Lagoas;-19.45738;-44.2416695;2;0.0;2020-03-24
MG;Timóteo;-19.5815683;-42.64753109999999;1;0.0;2020-03-24
MG;Uberaba;-19.7473668;-47.93915399999999;3;0.0;2020-03-24
MG;Uberlândia;-18.9127534;-48.275484;7;0.0;2020-03-24
MS;Campo Grande;-20.4697105;-54.6201211;22;0.0;2020-03-24
MS;Ponta Porã;-22.523123;-55.7242526;1;0.0;2020-03-24
MS;Sidrolândia;-20.9306687;-54.9697212;1;0.0;2020-03-24
MT;Cuiabá;-15.60086;-56.0968227;5;0.0;2020-03-24
MT;Nova Monte Verde;-9.9797862;-57.46726519999999;1;0.0;2020-03-24
MT;Várzea Grande;-15.646248;-56.1327131;1;0.0;2020-03-24
PA;Belém;-1.4557292;-48.4901785;4;0.0;2020-03-24
PA;Marabá;-5.3737625;-49.1300872;1;0.0;2020-03-24
PB;Igaracy;-7.180517600000001;-38.1496514;1;0.0;2020-03-24
PB;João Pessoa;-7.119495799999999;-34.8450118;2;0.0;2020-03-24
PE;Belo Jardim;-8.3357786;-36.4235973;1;0.0;2020-03-24
PE;Caruaru;-8.276017999999999;-35.9819367;1;0.0;2020-03-24
PE;Jaboatão dos Guararapes;-8.1688125;-34.920874;3;0.0;2020-03-24
PE;Olinda;-7.990632100000001;-34.8416598;2;0.0;2020-03-24
PE;Petrolina;-9.389083;-40.5030961;1;0.0;2020-03-24
PE;Recife;-8.0522404;-34.9286096;30;0.0;2020-03-24
PI;Teresina;-5.044685299999999;-42.7662325;8;0.0;2020-03-24
PR;Campo Largo;-25.4596714;-49.527294;1;0.0;2020-03-24
PR;Cascavel;-24.9577771;-53.45951119999999;2;0.0;2020-03-24
PR;Cianorte;-23.6628906;-52.611935;6;0.0;2020-03-24
PR;Colombo;-25.2919692;-49.2269425;1;0.0;2020-03-24
PR;Curitiba;-25.4808762;-49.3044253;40;0.0;2020-03-24
PR;Foz do Iguaçu;-25.5163356;-54.58537639999999;4;0.0;2020-03-24
PR;Guaíra;-24.0835359;-54.2444375;1;0.0;2020-03-24
PR;Londrina;-23.3044524;-51.1695824;3;0.0;2020-03-24
PR;Maringá;-23.4209995;-51.9330558;1;0.0;2020-03-24
PR;Paranavaí;-23.0821226;-52.4622155;1;0.0;2020-03-24
PR;Pato Branco;-26.2297202;-52.6711356;1;0.0;2020-03-24
PR;Pinhais;-25.4434411;-49.1931448;2;0.0;2020-03-24
PR;Ponta Grossa;-25.0994246;-50.15832229999999;1;0.0;2020-03-24
PR;Telêmaco Borba;-24.3250032;-50.6180669;1;0.0;2020-03-24
PR;Umuarama;-23.7661064;-53.3206105;0;0.0;2020-03-24
RJ;Barra Mansa;-22.5408519;-44.1772604;1;0.0;2020-03-24
RJ;Campos dos Goytacazes;-21.7626682;-41.3184501;1;0.0;2020-03-24
RJ;Duque de Caxias;-22.7862985;-43.3053106;1;0.0;2020-03-24
RJ;Guapimirim;-22.535199;-42.9899491;1;0.0;2020-03-24
RJ;Miguel Pereira;-22.4577374;-43.4806912;1;1.0;2020-03-24
RJ;Niterói;-22.8859267;-43.1152587;12;1.0;2020-03-24
RJ;Petrópolis;-22.5112498;-43.1779306;3;1.0;2020-03-24
RJ;Rio de Janeiro;-22.9068467;-43.1728965;276;3.0;2020-03-24
RJ;São Gonçalo;-22.8272883;-43.0637646;3;0.0;2020-03-24
RJ;Volta Redonda;-22.4871853;-44.0770134;4;0.0;2020-03-24
RN;Mossoró;-5.1841285;-37.3477805;1;0.0;2020-03-24
RN;Natal;-5.7792569;-35.200916;9;0.0;2020-03-24
RN;Parnamirim;-5.911554499999999;-35.2713164;4;0.0;2020-03-24
RO;Ji-Paraná;-10.8781412;-61.93267280000001;1;0.0;2020-03-24
RO;Porto Velho;-8.7611933;-63.90043979999999;4;0.0;2020-03-24
RR;Boa Vista;2.8235098;-60.6758331;7;0.0;2020-03-24
RR;Bonfim;3.3612854;-59.8338004;1;0.0;2020-03-24
RS;Alvorada;-29.9999532;-51.0783852;2;0.0;2020-03-24
RS;Anta Gorda;-28.9702664;-52.0107041;1;0.0;2020-03-24
RS;Bagé;-31.3301424;-54.1004622;7;0.0;2020-03-24
RS;Bento Gonçalves;-29.1667089;-51.5169861;2;0.0;2020-03-24
RS;Camaquã;-30.8493976;-51.80483109999999;1;0.0;2020-03-24
RS;Campo Bom;-29.6751942;-51.0611099;2;0.0;2020-03-24
RS;Canoas;-29.9188183;-51.1585398;6;0.0;2020-03-24
RS;Capão da Canoa;-29.7649868;-50.02894149999999;2;0.0;2020-03-24
RS;Carlos Barbosa;-29.2950409;-51.50089209999999;1;0.0;2020-03-24
RS;Caxias do Sul;-29.1634031;-51.1796683;2;0.0;2020-03-24
RS;Charqueadas;-29.9591749;-51.6287654;1;0.0;2020-03-24
RS;Cruzeiro do Sul;-29.5137043;-51.99249;1;0.0;2020-03-24
RS;Dois Irmãos;-29.5898407;-51.0853913;1;0.0;2020-03-24
RS;Eldorado do Sul;-30.0974468;-51.6486422;1;0.0;2020-03-24
RS;Erechim;-27.6349085;-52.2737365;3;0.0;2020-03-24
RS;Estância Velha;-29.6540396;-51.1848488;1;0.0;2020-03-24
RS;Estrela;-29.4870091;-51.95433939999999;1;0.0;2020-03-24
RS;Farroupilha;-29.2231867;-51.3423619;1;0.0;2020-03-24
RS;Garibaldi;-29.2575728;-51.5231114;1;0.0;2020-03-24
RS;Ivoti;-29.5999626;-51.1538353;2;0.0;2020-03-24
RS;Lajeado;-29.459582;-51.96494209999999;5;0.0;2020-03-24
RS;Osório;-29.8922339;-50.2620325;1;0.0;2020-03-24
RS;Paraí;-28.5968781;-51.79011149999999;1;0.0;2020-03-24
